"","cid","organism","testtype","route","dose_mg_per_kg","effect","reference","cmpdname","category","who_hazard_class"
"566",4130,"mouse","LD50","subcutaneous","18","NULL","Bratislavske Lekarske Listy., 38(151), 1958","Methyl parathion","Terrestrial","Ib"
"567",4130,"mouse","LD50","intracrebral","47","NULL","Pesticide Biochemistry and Physiology., 8(302), 1978","Methyl parathion","Terrestrial","Ib"
"568",4130,"mouse","LD50","unreported","23","NULL","Bulletin of the World Health Organization., 44(31), 1971 [PMID:5315349]","Methyl parathion","Terrestrial","Ib"
"569",4130,"dog","LD50","oral","90","GASTROINTESTINAL: NAUSEA OR VOMITING","Proceedings of the European Society of Toxicology., 16(273), 1975","Methyl parathion","Terrestrial","II"
"570",4130,"rabbit","LD50","oral","420","NULL","National Technical Information Service., PB241-840","Methyl parathion","Terrestrial","II"
"571",4130,"rabbit","LD50","skin","300","NULL","Quarterly Bulletin--Association of Food and Drug Officials of the United States., 16(3), 1952","Methyl parathion","Terrestrial","II"
"572",4130,"guinea pig","LD50","oral","1270","NULL","National Technical Information Service., PB241-840","Methyl parathion","Terrestrial","II"
"573",4130,"guinea pig","LD50","intravenous","50","NULL","National Technical Information Service., PB241-840","Methyl parathion","Terrestrial","II"
"574",4130,"duck","LD50","oral","10","NULL","Down to Earth., 35(25), 1979","Methyl parathion","Aquatic","Ib"
"575",4130,"duck","LD50","skin","54","NULL","Toxicology and Applied Pharmacology., 47(451), 1979 [PMID:442090]","Methyl parathion","Aquatic","II"
"576",4130,"mammal (species unspecified)","LD50","oral","57","BEHAVIORAL: TREMOR; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","National Technical Information Service., PB288-416","Methyl parathion","Terrestrial","II"
"577",4130,"mammal (species unspecified)","LD50","unreported","25","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(327), 1971","Methyl parathion","Terrestrial","Ib"
"578",4130,"bird - wild","LD50","oral","5","NULL","Journal de Toxicologie Clinique et Experimentale., 6(3)(175), 1986","Methyl parathion","Terrestrial","Ib"
"579",4130,"mouse","LD50","skin","1200","NULL","Journal of Toxicology and Environmental Health., 9(491), 1982 [PMID:7097799]","Methyl parathion","Terrestrial","II"
"580",41381,"dog","LD50","oral","200","NULL","Pesticide Manual., 9(340), 1991","Ethalfluralin","Terrestrial","II"
"581",41381,"cat","LD50","oral","200","NULL","Pesticide Manual., 9(340), 1991","Ethalfluralin","Terrestrial","II"
"582",41381,"quail","LD50","oral","200","NULL","Pesticide Manual., 9(340), 1991","Ethalfluralin","Terrestrial","II"
"583",41381,"duck","LD50","oral","200","NULL","Pesticide Manual., 9(340), 1991","Ethalfluralin","Aquatic","II"
"584",41428,"rat","LD50","oral","630","NULL","Farm Chemicals Handbook., -(C310), 1991","Triclopyr","Terrestrial","II"
"585",41428,"rabbit","LD50","oral","550","NULL","Pesticide Manual., 9(844), 1991","Triclopyr","Terrestrial","II"
"586",41428,"guinea pig","LD50","oral","310","NULL","Pesticide Manual., 9(844), 1991","Triclopyr","Terrestrial","II"
"587",41428,"duck","LD50","oral","1693","NULL","Down to Earth., 35(25), 1979","Triclopyr","Aquatic","II"
"588",4169,"rat","LD50","oral","2200","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 14(103), 1989","Metolachlor","Terrestrial","III"
"589",4169,"rat","LD50","skin","3170","NULL","Materialy Sesji Naukowej Instytutu Ochrony Roslin, 18(341), 1979","Metolachlor","Terrestrial","III"
"590",4169,"rat","LD50","intraperitoneal","620","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 14(103), 1989","Metolachlor","Terrestrial","II"
"591",4169,"rat","LD50","unreported","3170","NULL","Agrokhimiya. Agricultural Chemistry., (5)(138), 1980","Metolachlor","Terrestrial","III"
"592",4169,"mouse","LD50","oral","1150","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 14(103), 1989","Metolachlor","Terrestrial","II"
"593",4169,"mouse","LD50","intraperitoneal","410","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 14(103), 1989","Metolachlor","Terrestrial","II"
"594",4169,"mouse","LD50","subcutaneous","2400","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 14(103), 1989","Metolachlor","Terrestrial","III"
"595",4169,"duck","LD50","oral","2510","NULL","Farm Chemicals Handbook., -(C203), 1991","Metolachlor","Aquatic","III"
"596",42586,"rat","LD50","oral","566","NULL","Journal of Hygiene, Epidemiology, Microbiology, and Immunology., 35(375), 1991 [PMID:1804868]","Metalaxyl","Terrestrial","II"
"597",42586,"rat","LD50","skin","3100","NULL","Pesticide Manual., 9(554), 1991","Metalaxyl","Terrestrial","III"
"598",43079,"dog","LD50","oral","500","NULL","Pesticide Manual., 9(418), 1991","Fluridone","Terrestrial","II"
"599",43079,"cat","LD50","oral","250","NULL","Pesticide Manual., 9(418), 1991","Fluridone","Terrestrial","II"
"600",43079,"rabbit","LD50","skin","500","NULL","Pesticide Manual., 9(418), 1991","Fluridone","Terrestrial","II"
"601",43226,"rat","LD50","oral","2500","NULL","Defense des Vegetaux., 34(17), 1980","Fenarimol","Terrestrial","III"
"602",43226,"mouse","LD50","oral","4500","NULL","Defense des Vegetaux., 34(17), 1980","Fenarimol","Terrestrial","III"
"603",43226,"dog","LD50","oral","200","NULL","Pesticide Manual., 9(362), 1991","Fenarimol","Terrestrial","II"
"604",43226,"bird - wild","LD50","oral","200","NULL","Pesticide Manual., 9(362), 1991","Fenarimol","Terrestrial","II"
"605",43234,"rat","LD50","oral","1517","NULL","Proceedings-British Crop Protection Conference-Pests and Diseases., -(508), 1979","Propiconazole","Terrestrial","II"
"606",44073,"rat","LD50","oral","1370","NULL","Pesticide Manual., 9(6), 1991","Acifluorfen","Terrestrial","II"
"607",44073,"mouse","LD50","oral","1370","NULL","Pesticide Manual., 9(6), 1991","Acifluorfen","Terrestrial","II"
"608",44073,"rabbit","LD50","skin","3680","NULL","Pesticide Manual., 9(6), 1991","Acifluorfen","Terrestrial","III"
"609",44073,"quail","LD50","oral","325","NULL","Pesticide Manual., 9(6), 1991","Acifluorfen","Terrestrial","II"
"610",44073,"duck","LD50","oral","2821","NULL","Pesticide Manual., 9(6), 1991","Acifluorfen","Aquatic","III"
"611",4420,"rat","LD50","oral","92","BEHAVIORAL: TREMOR; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Acute Toxicity Data. Journal of the American College of Toxicology, Part B., 1(90), 1990","Naled","Terrestrial","II"
"612",4420,"rat","LD50","skin","800","NULL","World Review of Pest Control., 9(119), 1970","Naled","Terrestrial","II"
"613",4420,"rat","LD50","intraperitoneal","35","NULL","Bulletin of Environmental Contamination and Toxicology., 19(113), 1978 [PMID:75750]","Naled","Terrestrial","Ib"
"614",4420,"mouse","LD50","oral","222","SENSE ORGANS AND SPECIAL SENSES: OTHER: EYE; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","Bulletin of Environmental Contamination and Toxicology., 19(113), 1978 [PMID:75750]","Naled","Terrestrial","II"
"615",4420,"mouse","LD50","skin","600","NULL","Japan Pesticide Information., (8)(24), 1971","Naled","Terrestrial","II"
"616",4420,"mouse","LD50","intraperitoneal","84","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(56), 1982","Naled","Terrestrial","II"
"617",4420,"rabbit","LD50","skin","1100","NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(161), 1976","Naled","Terrestrial","II"
"618",4420,"duck","LD50","oral","52","NULL","Down to Earth., 35(25), 1979","Naled","Aquatic","II"
"619",4420,"mammal (species unspecified)","LD50","oral","430","NULL","Herba Polonica., 21(53), 1975","Naled","Terrestrial","II"
"620",4618,"rat","LD50","oral","30","NULL","Naunyn-Schmiedeberg's Archiv fuer Experimentelle Pathologie und Pharmakologie., 234(352), 1958 [PMID:13600403]","Oxydemeton-methyl","Terrestrial","Ib"
"621",4618,"rat","LD50","skin","100","NULL","World Review of Pest Control., 9(119), 1970","Oxydemeton-methyl","Terrestrial","II"
"622",4618,"rat","LD50","intraperitoneal","20","NULL","Guide to the Chemicals Used in Crop Protection., 6(385), 1973","Oxydemeton-methyl","Terrestrial","Ib"
"623",4618,"rat","LD50","intravenous","47","BEHAVIORAL: GENERAL ANESTHETIC","Biochemical Journal., 67(187), 1957 [PMID:13471532]","Oxydemeton-methyl","Terrestrial","Ib"
"624",4618,"rat","LD50","unreported","65","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(348), 1971","Oxydemeton-methyl","Terrestrial","II"
"625",4618,"mouse","LD50","oral","10","NULL","Organophosphorus Pesticides: Organic and Biological Chemistry, Eto, M., Cleveland, OH, CRC Press, Inc.,  1974, -(197), 1974","Oxydemeton-methyl","Terrestrial","Ib"
"626",4618,"mouse","LD50","intraperitoneal","8","NULL","Toxicology and Applied Pharmacology., 4(621), 1962 [PMID:13888059]","Oxydemeton-methyl","Terrestrial","Ib"
"627",4618,"guinea pig","LD50","oral","120","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(721), 1966","Oxydemeton-methyl","Terrestrial","II"
"628",4618,"guinea pig","LD50","intraperitoneal","30","NULL","Toxicology and Applied Pharmacology., 4(621), 1962 [PMID:13888059]","Oxydemeton-methyl","Terrestrial","Ib"
"629",4618,"pigeon","LD50","oral","15","NULL","Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]","Oxydemeton-methyl","Terrestrial","Ib"
"630",4618,"chicken","LD50","oral","80","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 6(147), 1964","Oxydemeton-methyl","Terrestrial","II"
"631",4618,"quail","LD50","oral","84","NULL","Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]","Oxydemeton-methyl","Terrestrial","II"
"632",4618,"duck","LD50","oral","54","NULL","Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]","Oxydemeton-methyl","Aquatic","II"
"633",4618,"bird - wild","LD50","oral","42","NULL","Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]","Oxydemeton-methyl","Terrestrial","Ib"
"634",47326,"rat","LD50","skin","870","NULL","Pesticide Manual., 9(377), 1991","Fenpropathrin","Terrestrial","II"
"635",47326,"rat","LD50","intraperitoneal","180","NULL","Japan Pesticide Information., (38)(21), 1981","Fenpropathrin","Terrestrial","II"
"636",47326,"rat","LD50","subcutaneous","900","NULL","Japan Pesticide Information., (38)(21), 1981","Fenpropathrin","Terrestrial","II"
"637",47326,"mouse","LD50","oral","58","NULL","Japan Pesticide Information., (38)(21), 1981","Fenpropathrin","Terrestrial","II"
"638",47326,"mouse","LD50","skin","740","NULL","Japan Pesticide Information., (38)(21), 1981","Fenpropathrin","Terrestrial","II"
"639",47326,"mouse","LD50","intraperitoneal","210","NULL","Japan Pesticide Information., (38)(21), 1981","Fenpropathrin","Terrestrial","II"
"640",47326,"mouse","LD50","subcutaneous","900","NULL","Japan Pesticide Information., (38)(21), 1981","Fenpropathrin","Terrestrial","II"
"641",47326,"rabbit","LD50","oral","510","NULL","Japan Pesticide Information., (38)(21), 1981","Fenpropathrin","Terrestrial","II"
"642",47326,"duck","LD50","oral","1089","NULL","Pesticide Manual., 9(377), 1991","Fenpropathrin","Aquatic","II"
"643",47326,"rat","LD50","oral","74","NULL","JAT, Journal of Applied Toxicology., 17(353), 1997 [PMID:9418941]","Fenpropathrin","Terrestrial","II"
"644",47326,"rat","LD50","oral","18","NULL","Pesticide Science., 8(579), 1977","Fenpropathrin","Terrestrial","Ib"
"645",47491,"rat","LD50","oral","9366","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 52(10)(17), 1987","Chlorsulfuron","Terrestrial","U"
"646",47491,"rat","LD50","oral","5545","NULL","Journal of Agricultural and Food Chemistry., 29(416), 1981","Chlorsulfuron","Terrestrial","U"
"647",47491,"dog","LD","oral","2500","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","National Technical Information Service., OTS0570808","Chlorsulfuron","Terrestrial","III"
"648",47491,"rabbit","LD50","skin","3400","NULL","Farm Chemicals Handbook., -(C154), 1991","Chlorsulfuron","Terrestrial","III"
"649",47866,"rat","LD50","oral","3387","NULL","Pesticide Manual., 9(217), 1991","Cyromazine","Terrestrial","III"
"650",47866,"rat","LD50","skin","3100","NULL","Pesticide Manual., 9(217), 1991","Cyromazine","Terrestrial","III"
"651",47866,"quail","LD50","oral","1785","NULL","Pesticide Manual., 9(217), 1991","Cyromazine","Terrestrial","II"
"652",47866,"domestic animals - goat/sheep","LDLo","oral","500","PERIPHERAL NERVE AND SENSATION: FASCICULATIONS; BEHAVIORAL: ATAXIA","National Technical Information Service., OTS0538005","Cyromazine","Terrestrial","II"
"653",4790,"rat","LD50","oral","1","NULL","Down to Earth., 35(25), 1979","Phorate","Terrestrial","Ia"
"654",4790,"rabbit","LD50","skin","99","NULL","Farm Chemicals Handbook., -(C236), 1991","Phorate","Terrestrial","II"
"655",4790,"guinea pig","LD50","skin","20","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(895), 1966","Phorate","Terrestrial","Ib"
"656",4790,"quail","LD50","oral","7","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Ecotoxicology and Environmental Safety., 8(551), 1984 [PMID:6510327]","Phorate","Terrestrial","Ib"
"657",4790,"duck","LD50","skin","203","NULL","Toxicology and Applied Pharmacology., 47(451), 1979 [PMID:442090]","Phorate","Aquatic","II"
"658",4790,"bird - wild","LD50","oral","1","NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Phorate","Terrestrial","Ia"
"659",4929,"rat","LD50","oral","2100","AUTONOMIC NERVOUS SYSTEM: OTHER (DIRECT) PARASYMPATHOMIMETIC; LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES; GASTROINTESTINAL: OTHER CHANGES","Gigiena i Sanitariya.  For English translation, see HYSAAV., 34(3)(94), 1969","Prometryn","Terrestrial","III"
"660",4929,"rat","LD50","skin","3100","NULL","Pesticide Manual., 9(711), 1991","Prometryn","Terrestrial","III"
"661",4929,"mouse","LD50","oral","2138","BEHAVIORAL: MUSCLE WEAKNESS; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; KIDNEY, URETER, AND BLADDER: URINE VOLUME INCREASED","Gigiena i Sanitariya.  For English translation, see HYSAAV., 33(2)(12), 1968","Prometryn","Terrestrial","III"
"662",4929,"rabbit","LD50","skin","3100","NULL","Farm Chemicals Handbook., -(C250), 1991","Prometryn","Terrestrial","III"
"663",4929,"mammal (species unspecified)","LD50","unreported","1800","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 44(6)(81), 1979","Prometryn","Terrestrial","II"
"664",4933,"rat","LD50","oral","367","NULL","Khigiena i Zdraveopazvane.  Hygiene and Sanitation., 27(451), 1984","Propanil","Terrestrial","II"
"665",4933,"rat","LD50","unreported","1300","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(124), 1971","Propanil","Terrestrial","II"
"666",4933,"mouse","LD50","oral","360","NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 21(12)(30), 1977","Propanil","Terrestrial","II"
"667",4933,"dog","LD50","oral","1217","BRAIN AND COVERINGS: RECORDINGS FROM SPECIFIC AREAS OF CNS","Toxicology and Applied Pharmacology., 23(650), 1972 [PMID:4674812]","Propanil","Terrestrial","II"
"668",4933,"rabbit","LD50","skin","4830","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A343(1983)","Propanil","Terrestrial","III"
"669",4933,"rabbit","LD50","unreported","500","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(124), 1971","Propanil","Terrestrial","II"
"670",4933,"mammal (species unspecified)","LD50","oral","2527","BEHAVIORAL: ALTERED SLEEP TIME (INCLUDING CHANGE IN RIGHTING REFLEX); BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","National Technical Information Service., PB288-416","Propanil","Terrestrial","III"
"671",4936,"rat","LD50","oral","1480","NULL","Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]","Propargite","Terrestrial","II"
"672",4936,"rat","LD50","skin","250","NULL","World Review of Pest Control., 9(119), 1970","Propargite","Terrestrial","II"
"673",4936,"mouse","LD50","unreported","780","NULL","Tsitologiya i Genetika.  Cytology and Genetics.  For English translation, see CYGEDX., 16(1)(45), 1982","Propargite","Terrestrial","II"
"674",4936,"rabbit","LD50","skin","10300","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A589(1985)","Propargite","Terrestrial","U"
"675",4937,"rat","LD50","oral","3840","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(35), 1982","Propazine","Terrestrial","III"
"676",4937,"rat","LD50","skin","3100","NULL","Pesticide Manual., 9(721), 1991","Propazine","Terrestrial","III"
"677",4937,"rat","LD50","subcutaneous","395","NULL","Farmakologiya i Toksikologiya, 42(163), 1979 [PMID:437085]","Propazine","Terrestrial","II"
"678",4937,"mouse","LD50","oral","3180","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(35), 1982","Propazine","Terrestrial","III"
"679",4937,"rabbit","LD50","skin","10200","NULL","Ciba-Geigy Toxicology Data/Indexes., -(-), 1977","Propazine","Terrestrial","U"
"680",4937,"guinea pig","LD50","oral","1200","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(35), 1982","Propazine","Terrestrial","II"
"681",50367,"rat","LD50","oral","2198","NULL","Pesticide Manual., 9(105), 1991","Buprofezin","Terrestrial","III"
"682",50465,"rat","LD50","oral","2405","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A791(1986)","Fluroxypyr","Terrestrial","III"
"683",50465,"rat","LD50","intraperitoneal","458","NULL","Proceedings of the British Crop Protection Conference - Weeds., -(939), 1985","Fluroxypyr","Terrestrial","II"
"684",5125,"rat","LD50","skin","168","NULL","World Review of Pest Control., 9(119), 1970","Tribufos","Terrestrial","II"
"685",5125,"rat","LD50","intraperitoneal","210","BEHAVIORAL: REGIDITY; BEHAVIORAL: IRRITABILITY; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","AMA Archives of Industrial Health., 20(161), 1959","Tribufos","Terrestrial","II"
"686",5125,"mouse","LD50","oral","77","NULL","Prehled Prumyslove Toxikologie; Organicke Latky, Marhold, J., Prague, Czechoslovakia, Avicenum, 1986, -(1188), 1986","Tribufos","Terrestrial","II"
"687",5125,"mouse","LD50","intraperitoneal","285","NULL","Biochemical Pharmacology., 12(73), 1963 [PMID:14019076]","Tribufos","Terrestrial","II"
"688",5125,"rabbit","LD50","oral","242","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; KIDNEY, URETER, AND BLADDER: INCONTINENCE","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 11(4)(11), 1967","Tribufos","Terrestrial","II"
"689",5125,"rabbit","LD50","skin","97","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(44), 1982","Tribufos","Terrestrial","II"
"690",5125,"guinea pig","LD50","oral","140","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(44), 1982","Tribufos","Terrestrial","II"
"691",5125,"guinea pig","LD50","intraperitoneal","150","BEHAVIORAL: REGIDITY; BEHAVIORAL: IRRITABILITY; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","AMA Archives of Industrial Health., 20(161), 1959","Tribufos","Terrestrial","II"
"692",5125,"mammal (species unspecified)","LD50","unreported","170","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(376), 1971","Tribufos","Terrestrial","II"
"693",5125,"rat","LD50","oral","150","NULL","Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]","Tribufos","Terrestrial","II"
"694",51556,"rat","LD50","oral","1250","NULL","Pesticide Manual., 9(433), 1991","Fomesafen","Terrestrial","II"
"695",51605,"rat","LD50","oral","16800","NULL","Farm Chemicals Handbook., -(C137), 1991","Fenoxycarb","Terrestrial","U"
"696",516902,"women","TDLo","oral","800","LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES; BLOOD: OTHER HEMOLYSIS WITH OR WITHOUT ANEMIA; BLOOD: METHEMOGLOBINEMIA-CARBOXYHEMOGLOBIN","Toxicology of Drugs and Chemicals, Deichmann, W.B., New York, Academic Press, Inc., 1969, -(539), 1969","Sodium chlorate","Terrestrial","II"
"697",516902,"man","TDLo","oral","286","LUNGS, THORAX, OR RESPIRATION: CYANOSIS; BLOOD: CHANGES IN CELL COUNT (UNSPECIFIED); BLOOD: METHEMOGLOBINEMIA-CARBOXYHEMOGLOBIN","Clinical Toxicology., 15(185), 1979 [PMID:509884]","Sodium chlorate","Terrestrial","II"
"698",516902,"human","LDLo","unreported","214","NULL","Guide to the Chemicals Used in Crop Protection., 6(461), 1973","Sodium chlorate","Terrestrial","II"
"699",516902,"child","LD50","unreported","185","NULL","Guide to the Chemicals Used in Crop Protection., 6(461), 1973","Sodium chlorate","Terrestrial","II"
"700",516902,"rat","LD50","oral","1200","NULL","Pharmaceutical Journal., 185(361), 1960","Sodium chlorate","Terrestrial","II"
"701",516902,"mouse","LD50","oral","8350","NULL","Uzbekskii Biologicheskii Zhurnal.  Uzbek Biological Journal., (1)(40), 1986","Sodium chlorate","Terrestrial","U"
"702",516902,"mouse","LD50","intraperitoneal","596","NULL","Comptes Rendus Hebdomadaires des Seances, Academie des Sciences., 257(791), 1963","Sodium chlorate","Terrestrial","II"
"703",516902,"dog","LDLo","oral","700","NULL","Abdernalden's Handbuch der Biologischen Arbeitsmethoden., 4(1289), 1935","Sodium chlorate","Terrestrial","II"
"704",516902,"cat","LDLo","oral","1350","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(1013), 1966","Sodium chlorate","Terrestrial","II"
"705",516902,"rabbit","LD50","oral","7200","NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 31(1)(49), 1987","Sodium chlorate","Terrestrial","U"
"706",516902,"rat","LD50","oral","4330","NULL","Farm Chemicals Handbook., -(C244), 1991","Sodium chlorate","Terrestrial","III"
"707",5216,"rat","LD50","oral","971","NULL","Fundamental and Applied Toxicology., 7(299), 1986","Simazine","Terrestrial","II"
"708",5216,"mouse","LD50","intravenous","100","NULL","U.S. Army Armament Research & Development Command, Chemical Systems Laboratory, NIOSH Exchange Chemicals., NX#04003","Simazine","Terrestrial","II"
"709",5216,"rat","LD50","unreported","1390","NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 7(5)(54), 1963","Simazine","Terrestrial","II"
"710",5216,"rabbit","LD50","skin","10200","NULL","Yakkyoku.  Pharmacy., 37(427), 1986","Simazine","Terrestrial","U"
"711",5216,"mammal (species unspecified)","LD50","oral","2014","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); SKIN AND APPENDAGES (SKIN): HAIR: OTHER","National Technical Information Service., PB288-416","Simazine","Terrestrial","III"
"712",5216,"mammal (species unspecified)","LD50","unreported","1400","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 44(6)(81), 1979","Simazine","Terrestrial","II"
"713",5281875,"rat","LD50","oral","1131","NULL","Farm Chemicals Handbook., -(C167), 1991","Hydramethylnon","Terrestrial","II"
"714",5281875,"quail","LD50","oral","1828","NULL","Farm Chemicals Handbook., -(C167), 1991","Hydramethylnon","Terrestrial","II"
"715",5281875,"duck","LD50","oral","2510","NULL","Pesticide Manual., 9(475), 1991","Hydramethylnon","Aquatic","III"
"716",5284484,"mammal (species unspecified)","LD50","unreported","3290","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 45(5)(29), 1980","Zineb","Terrestrial","III"
"717",5284484,"rat","LD50","oral","2850","NULL","Vrachebnoe Delo.  Medical Practice., (9)(130), 1975 [PMID:54994]","Zineb","Terrestrial","III"
"718",5284484,"rat","LD50","unreported","3250","NULL","Environmental Quality and Safety, Supplement., 3(618), 1975 [PMID:1063688]","Zineb","Terrestrial","III"
"719",5284484,"mouse","LD50","oral","2630","NULL","Veterinariya.  Veterinary Science., 56(6)(59), 1980","Zineb","Terrestrial","III"
"720",5284484,"rabbit","LD50","oral","620","NULL","Veterinariya.  Veterinary Science., 56(6)(59), 1980","Zineb","Terrestrial","II"
"721",5284484,"guinea pig","LD50","oral","2400","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(923), 1966","Zineb","Terrestrial","III"
"722",5284484,"guinea pig","LD50","unreported","3750","NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 32(2)(33), 1988","Zineb","Terrestrial","III"
"723",5284484,"chicken","LD50","oral","7660","NULL","Veterinariya.  Veterinary Science., 56(6)(59), 1980","Zineb","Terrestrial","U"
"724",5353758,"rat","LD50","skin","1600","NULL","World Review of Pest Control., 9(119), 1970","Methomyl","Terrestrial","II"
"725",5353758,"mouse","LD50","oral","10","NULL","Journal of Agricultural and Food Chemistry., 26(550), 1978 [PMID:659709]","Methomyl","Terrestrial","Ib"
"726",5353758,"dog","LD50","oral","20","NULL","Documentation of the Threshold Limit Values and Biological Exposure Indices, 5th ed., Cincinnati, OH, American Conference of Governmental Industrial Hygienists, Inc., 1986, 6(906), 1991","Methomyl","Terrestrial","Ib"
"727",5353758,"monkey","LDLo","oral","40","NULL","Toxicology and Applied Pharmacology., 40(1), 1977 [PMID:867425]","Methomyl","Terrestrial","Ib"
"728",5353758,"rabbit","LD50","skin","5880","NULL","Farm Chemicals Handbook., -(C199), 1991","Methomyl","Terrestrial","U"
"729",5353758,"guinea pig","LDLo","oral","15","NULL","Toxicology and Applied Pharmacology., 40(1), 1977 [PMID:867425]","Methomyl","Terrestrial","Ib"
