"cid","organism","testtype","route","dose_mg_per_kg","effect","reference","cmpdname"
"3017","rabbit","LD50","oral",143,"NULL","Yakkyoku.  Pharmacy., 31(459), 1980","Diazinon"
"3017","rabbit","LD50","skin",3600,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A131(1983)","Diazinon"
"3017","pig","LD50","oral",320,"NULL","Yakkyoku.  Pharmacy., 31(459), 1980","Diazinon"
"3017","pig","LD50","skin",633,"NULL","Yakkyoku.  Pharmacy., 31(459), 1980","Diazinon"
"3017","guinea pig","LD50","oral",250,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Diazinon"
"3017","mammal (species unspecified)","LD50","unreported",76,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(338), 1971","Diazinon"
"3017","bird - wild","LD50","oral",2,"NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Diazinon"
"3017","rat","LD50","intraperitoneal",65,"NULL","Arzneimittel-Forschung. Drug Research., 5(436), 1955 [PMID:13276245]","Diazinon"
"3030","rat","LD50","oral",1039,"NULL","Fundamental and Applied Toxicology., 7(299), 1986","Dicamba"
"3030","mouse","LD50","oral",1190,"NULL","Hygiene and Sanitation, 35(7-9)(14), 1970","Dicamba"
"3030","mouse","LD50","unreported",700,"NULL","Tsitologiya i Genetika.  Cytology and Genetics.  For English translation, see CYGEDX., 16(1)(45), 1982","Dicamba"
"3031","rat","LD50","oral",2710,"NULL","Residue Reviews., 10(97), 1965 [PMID:4865270]","2,6-Dichlorobenzonitrile"
"3031","rat","LD50","unreported",500,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(145), 1971","2,6-Dichlorobenzonitrile"
"3031","mouse","LD50","oral",2056,"NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(73), 1976","2,6-Dichlorobenzonitrile"
"3031","mouse","LD","skin",200,"SENSE ORGANS AND SPECIAL SENSES: DEVIATED NASAL SEPTUM: OLFACTION; SENSE ORGANS AND SPECIAL SENSES: OTHER CHANGES: OLFACTION","Neurotoxicology., 15(287), 1994 [PMID:7991217]","2,6-Dichlorobenzonitrile"
"3031","mouse","LD50","intraperitoneal",360,"NULL","Farmaco, Edizione Scientifica., 41(41), 1986 [PMID:3956718]","2,6-Dichlorobenzonitrile"
"3031","rabbit","LD50","oral",270,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LIVER: OTHER CHANGES","Food and Cosmetics Toxicology., 6(261), 1968 [PMID:4233583]","2,6-Dichlorobenzonitrile"
"3031","rabbit","LD50","skin",1350,"NULL","Guide to the Chemicals Used in Crop Protection., 6(177), 1973","2,6-Dichlorobenzonitrile"
"3031","guinea pig","LD50","oral",681,"NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(337), 1966","2,6-Dichlorobenzonitrile"
"3032791","rat","LD50","oral",6640,"SENSE ORGANS AND SPECIAL SENSES: CHANGE IN OLFACTORY NERVE: OLFACTION; SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 23(606), 1972 [PMID:4644695]","Thiophanate-methyl"
"3032791","rat","LD50","intraperitoneal",1140,"SENSE ORGANS AND SPECIAL SENSES: CHANGE IN OLFACTORY NERVE: OLFACTION; SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 23(606), 1972 [PMID:4644695]","Thiophanate-methyl"
"3032791","mouse","LD50","oral",3400,"SENSE ORGANS AND SPECIAL SENSES: CHANGE IN OLFACTORY NERVE: OLFACTION; BEHAVIORAL: TREMOR; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 23(606), 1972 [PMID:4644695]","Thiophanate-methyl"
"3032791","mouse","LD50","intraperitoneal",790,"SENSE ORGANS AND SPECIAL SENSES: CHANGE IN OLFACTORY NERVE: OLFACTION; BEHAVIORAL: TREMOR; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 23(606), 1972 [PMID:4644695]","Thiophanate-methyl"
"3032791","rabbit","LD50","oral",2270,"SENSE ORGANS AND SPECIAL SENSES: MYDRIASIS (PUPILLARY DILATION): EYE; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 23(606), 1972 [PMID:4644695]","Thiophanate-methyl"
"3032791","guinea pig","LD50","oral",3640,"SENSE ORGANS AND SPECIAL SENSES: MYDRIASIS (PUPILLARY DILATION): EYE; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 23(606), 1972 [PMID:4644695]","Thiophanate-methyl"
"30332","women","TDLo","oral",60,"VASCULAR: OTHER CHANGES; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: GASTRITIS","Human Toxicology., 7(343), 1988 [PMID:3410483]","Aluminum phosphide"
"30332","man","TDLo","oral",21,"VASCULAR: OTHER CHANGES; GASTROINTESTINAL: GASTRITIS","Human Toxicology., 7(343), 1988 [PMID:3410483]","Aluminum phosphide"
"30332","women","LDLo","oral",180,"CARDIAC: PULSE RATE INCREASE WITHOUT FALL IN BP; LIVER: JAUNDICE, OTHER OR UNCLASSIFIED; KIDNEY, URETER, AND BLADDER: CHANGES IN TUBULES (INCLUDING ACUTE RENAL FAILURE, ACUTE TUBULAR NECROSIS)","Human Toxicology., 7(343), 1988 [PMID:3410483]","Aluminum phosphide"
"30332","man","LDLo","oral",86,"BEHAVIORAL: COMA; VASCULAR: OTHER CHANGES; GASTROINTESTINAL: NAUSEA OR VOMITING","Human Toxicology., 7(343), 1988 [PMID:3410483]","Aluminum phosphide"
"30479","rat","LD50","oral",1100,"NULL","Farm Chemicals Handbook., -(C204), 1991","Metribuzin"
"30479","rat","LD50","intraperitoneal",239,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(127), 1987","Metribuzin"
"30479","rat","LD50","subcutaneous",814,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(127), 1987","Metribuzin"
"30479","mouse","LD50","oral",564,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(127), 1987","Metribuzin"
"30479","mouse","LD50","intraperitoneal",210,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY)","Pesticide Biochemistry and Physiology., 23(123), 1984","Metribuzin"
"30479","mouse","LD50","subcutaneous",367,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(127), 1987","Metribuzin"
"30479","cat","LD50","oral",500,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A280(1983)","Metribuzin"
"30479","guinea pig","LD50","oral",250,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Metribuzin"
"30479","quail","LD50","oral",164,"NULL","Pesticide Manual., 8(573), 1987","Metribuzin"
"30479","quail","LD50","unreported",168,"NULL","Farm Chemicals Handbook., -(C204), 1991","Metribuzin"
"30692","rat","LD50","oral",679,"SENSE ORGANS AND SPECIAL SENSES: MYDRIASIS (PUPILLARY DILATION): EYE; BEHAVIORAL: TREMOR; SKIN AND APPENDAGES (SKIN): HAIR: OTHER","Acute Toxicity Data. Journal of the American College of Toxicology, Part B., 1(207), 1992","2-(Thiocyanomethylthio)benzothiazole"
"30692","rabbit","LD50","skin",642,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(343), 1987","2-(Thiocyanomethylthio)benzothiazole"
"30692","rat","LD50","oral",1590,"NULL","Buckman Laboratories, Inc., TCMTB(1981)","2-(Thiocyanomethylthio)benzothiazole"
"30692","rabbit","LD50","skin",200,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(343), 1987","2-(Thiocyanomethylthio)benzothiazole"
"30692","duck","LD50","oral",1310,"NULL","Buckman Laboratories, Inc., TCMTB(1981)","2-(Thiocyanomethylthio)benzothiazole"
"30692","rat","LD50","oral",2538,"NULL","Buckman Laboratories, Inc., 14FEB1980","2-(Thiocyanomethylthio)benzothiazole"
"30692","rat","LD50","intraperitoneal",73,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(343), 1987","2-(Thiocyanomethylthio)benzothiazole"
"30692","rat","LD50","subcutaneous",1300,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(343), 1987","2-(Thiocyanomethylthio)benzothiazole"
"30692","mouse","LD50","oral",445,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(343), 1987","2-(Thiocyanomethylthio)benzothiazole"
"30692","mouse","LD50","intraperitoneal",143,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(343), 1987","2-(Thiocyanomethylthio)benzothiazole"
"30692","mouse","LD50","subcutaneous",205,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 12(343), 1987","2-(Thiocyanomethylthio)benzothiazole"
"3082","man","TDLo","oral",286,"PERIPHERAL NERVE AND SENSATION: FASCICULATIONS; BEHAVIORAL: COMA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Intensive Care Medicine., 12(110), 1986 [PMID:3700838]","Dimethoate"
"3082","human","LD50","oral",30,"NULL","Guide to the Chemicals Used in Crop Protection., 6(209), 1973","Dimethoate"
"3082","man","TDLo","oral",300,"BEHAVIORAL: COMA; CARDIAC: PULSE RATE; VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION","Journal of Toxicology, Clinical Toxicology., 24(69), 1986 [PMID:2871196]","Dimethoate"
"3082","man","TDLo","oral",357,"BRAIN AND COVERINGS: OTHER DEGENERATIVE CHANGES; CARDIAC: CARDIOMYOPATHY INCLUDING INFARCTION; KIDNEY, URETER, AND BLADDER: CHANGES IN TUBULES (INCLUDING ACUTE RENAL FAILURE, ACUTE TUBULAR NECROSIS)","Journal of Toxicology, Clinical Toxicology., 32(61), 1994 [PMID:8308950]","Dimethoate"
"3082","rat","LD50","oral",60,"NULL","Yakkyoku.  Pharmacy., 30(623), 1979","Dimethoate"
"3082","rat","LD50","skin",353,"NULL","British Journal of Industrial Medicine., 26(59), 1969 [PMID:5777792]","Dimethoate"
"3082","rat","LD50","intraperitoneal",100,"SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","British Journal of Industrial Medicine., 21(52), 1964 [PMID:14106136]","Dimethoate"
"3082","rat","LD50","subcutaneous",350,"SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","British Journal of Industrial Medicine., 21(52), 1964 [PMID:14106136]","Dimethoate"
"3082","rat","LD50","intravenous",450,"SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","British Journal of Industrial Medicine., 21(52), 1964 [PMID:14106136]","Dimethoate"
"3082","rat","LD50","unreported",215,"NULL","Yakkyoku.  Pharmacy., 28(225), 1977","Dimethoate"
"3082","mouse","LD50","oral",60,"SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","British Journal of Industrial Medicine., 21(52), 1964 [PMID:14106136]","Dimethoate"
"3082","mouse","LD50","intraperitoneal",45,"SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","British Journal of Industrial Medicine., 21(52), 1964 [PMID:14106136]","Dimethoate"
"3082","mouse","LD50","unreported",158,"NULL","Rinsho Shinkeigaku.  Clinical Neurology., 23(101), 1983","Dimethoate"
"3082","dog","LD50","oral",400,"NULL","Special Publication of the Entomological Society of America., 78-1(31), 1978","Dimethoate"
"3082","cat","LD50","oral",100,"BEHAVIORAL: EXCITEMENT","Gigiena i Sanitariya.  For English translation, see HYSAAV., 28(3)(21), 1963","Dimethoate"
"3082","rabbit","LD50","oral",300,"NULL","Special Publication of the Entomological Society of America., 78-1(31), 1978","Dimethoate"
"3082","guinea pig","LD50","oral",350,"NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(395), 1966","Dimethoate"
"3082","guinea pig","LD50","skin",965,"NULL","Toxicology and Applied Pharmacology., 3(210), 1961 [PMID:13784573]","Dimethoate"
"3082","guinea pig","LD10","intraperitoneal",390,"NULL","Toxicology and Applied Pharmacology., 8(259), 1966 [PMID:5956878]","Dimethoate"
"3082","hamster","LD50","intraperitoneal",160,"NULL","Archives of Toxicology., 58(152), 1986 [PMID:3964078]","Dimethoate"
"3082","hamster","LD50","subcutaneous",60,"SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","British Journal of Industrial Medicine., 21(52), 1964 [PMID:14106136]","Dimethoate"
"3082","chicken","LD50","oral",25,"NULL","Journal of Agricultural and Food Chemistry., 11(91), 1963","Dimethoate"
"3082","quail","LD50","oral",25,"NULL","Journal of Agricultural and Food Chemistry., 29(772), 1981 [PMID:7276382]","Dimethoate"
"3082","duck","LD50","oral",42,"NULL","Down to Earth., 35(25), 1979","Dimethoate"
"3082","mouse","LD50","subcutaneous",60,"SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","British Journal of Industrial Medicine., 21(52), 1964 [PMID:14106136]","Dimethoate"
"3082","hamster","LD50","oral",200,"SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","British Journal of Industrial Medicine., 21(52), 1964 [PMID:14106136]","Dimethoate"
"31070","rat","LD50","oral",8,"NULL","Bulletin of the Entomological Society of America., 15(116), 1969","Fenamiphos"
"31070","rat","LD50","skin",80,"NULL","Farm Chemicals Handbook., -(C216), 1991","Fenamiphos"
"31070","dog","LD50","oral",10,"NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(112), 1976","Fenamiphos"
"31070","cat","LD50","oral",10,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Fenamiphos"
"31070","rabbit","LD50","oral",10,"NULL","Documentation of the Threshold Limit Values for Substances in Workroom Air, Supplements. For publisher information, see 85INA8., 4(191), 1982","Fenamiphos"
"31070","rabbit","LD50","skin",178,"NULL","Documentation of the Threshold Limit Values for Substances in Workroom Air, Supplements. For publisher information, see 85INA8., 4(191), 1982","Fenamiphos"
"31070","chicken","LD50","oral",12,"NULL","Pesticide Manual., 9(361), 1991","Fenamiphos"
"31070","quail","LD50","oral",1,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Ecotoxicology and Environmental Safety., 8(551), 1984 [PMID:6510327]","Fenamiphos"
"31070","duck","LD50","skin",24,"NULL","Toxicology and Applied Pharmacology., 47(451), 1979 [PMID:442090]","Fenamiphos"
"31099","rat","LD50","oral",20,"NULL","World Review of Pest Control., 9(119), 1970","Formetanate"
"31099","rat","LD50","skin",5600,"NULL","Defense des Vegetaux., 28(43), 1974","Formetanate"
"31099","mouse","LD50","oral",18,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A216(1983)","Formetanate"
"31099","dog","LD50","oral",19,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A216(1983)","Formetanate"
"31099","rabbit","LD50","skin",10200,"NULL","Defense des Vegetaux., 28(43), 1974","Formetanate"
"3120","rat","LD50","oral",1017,"BEHAVIORAL: GENERAL ANESTHETIC; BEHAVIORAL: ATAXIA","Journal of Agricultural and Food Chemistry., 18(1104), 1970 [PMID:5483048]","Diuron"
"3120","rat","LD50","unreported",3400,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(231), 1971","Diuron"
"3120","mouse","LD50","intraperitoneal",500,"NULL","National Technical Information Service., AD277-689","Diuron"
"32154","rat","LD50","oral",3350,"NULL","Defense des Vegetaux., 26(192), 1972","Propyzamide"
"32154","rabbit","LDLo","skin",3160,"NULL","Defense des Vegetaux., 26(192), 1972","Propyzamide"
"3224","man","LDLo","oral",260,"BRAIN AND COVERINGS: CHANGES IN SURFACE EEG; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: FIBROSIS, FOCAL (PNEUMOCONIOSIS)","Journal of Toxicology, Clinical Toxicology., 36(345), 1998 [PMID:9711201]","Endosulfan"
"3224","man","TDLo","oral",86,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: COMA; LUNGS, THORAX, OR RESPIRATION: CYANOSIS","Journal of Toxicology, Clinical Toxicology., 26(265), 1988 [PMID:3418779]","Endosulfan"
"3224","rat","LD50","oral",18,"NULL","Agricultural Research Service, USDA Information Memorandum., 20(9), 1966","Endosulfan"
"3224","rat","LD50","skin",34,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(72), 1982","Endosulfan"
"3224","rat","LD50","intraperitoneal",8,"BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); GASTROINTESTINAL: NAUSEA OR VOMITING; GASTROINTESTINAL: CONTRACTION (ISOLATED TISSUE)","Residue Reviews., 22(1), 1968 [PMID:4868139]","Endosulfan"
"3224","rat","LD50","unreported",40,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(267), 1971","Endosulfan"
"3224","mouse","LD50","unreported",32,"NULL","Tsitologiya i Genetika.  Cytology and Genetics.  For English translation, see CYGEDX., 16(1)(45), 1982","Endosulfan"
"3224","cat","LD50","oral",2,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Endosulfan"
"3224","rabbit","LD50","oral",28,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: EXCITEMENT; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Veterinariya.  Veterinary Science., 59(12)(64), 1983","Endosulfan"
"3224","rabbit","LD50","subcutaneous",360,"BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); GASTROINTESTINAL: NAUSEA OR VOMITING; GASTROINTESTINAL: CONTRACTION (ISOLATED TISSUE)","Residue Reviews., 22(1), 1968 [PMID:4868139]","Endosulfan"
"3224","hamster","LD50","oral",118,"NULL","European Journal of Toxicology and Environmental Hygiene., 7(159), 1974 [PMID:4140096]","Endosulfan"
"3224","hamster","LD50","intraperitoneal",80,"NULL","Archives of Toxicology., 58(152), 1986 [PMID:3964078]","Endosulfan"
"3224","duck","LD50","oral",33,"NULL","Down to Earth., 35(25), 1979","Endosulfan"
"3224","domestic animals - goat/sheep","LD50","oral",26,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: EXCITEMENT; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Veterinariya.  Veterinary Science., 59(12)(64), 1983","Endosulfan"
"3224","mammal (species unspecified)","LD50","skin",147,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Veterinariya.  Veterinary Science., 59(12)(64), 1983","Endosulfan"
"3224","bird - wild","LD50","oral",35,"NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Endosulfan"
"3224","mouse","LD50","intraperitoneal",7,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Bulletin of Environmental Contamination and Toxicology., 15(708), 1976 [PMID:938763]","Endosulfan"
"3224","rabbit","LD50","skin",90,"SENSE ORGANS AND SPECIAL SENSES: OTHER: EYE; SKIN AND APPENDAGES (SKIN): DERMATITIS, IRRITATIVE: AFTER SYSTEMIC EXPOSURE","Journal of Occupational Medicine., 9(35), 1967 [PMID:5226634]","Endosulfan"
"3286","rat","LD50","oral",13,"NULL","Pharmaceutical Journal., 185(361), 1960","Ethion"
"3286","rat","LD50","skin",62,"NULL","Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]","Ethion"
"3286","rat","LD50","intraperitoneal",26,"NULL","Proceedings of the Society for Experimental Biology and Medicine., 129(699), 1968 [PMID:5725078]","Ethion"
"3286","rat","LD50","unreported",55,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(367), 1971","Ethion"
"3286","mouse","LD50","oral",40,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Ethion"
"3286","mouse","LD50","intraperitoneal",35,"NULL","Proceedings of the Society for Experimental Biology and Medicine., 129(699), 1968 [PMID:5725078]","Ethion"
"3286","guinea pig","LD50","oral",40,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Ethion"
"3286","guinea pig","LD50","skin",915,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Ethion"
"3286","bird - wild","LD50","oral",45,"NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Ethion"
"3289","rat","LD50","skin",60,"NULL","World Review of Pest Control., 9(119), 1970","Ethoprophos"
"3289","rabbit","LD50","oral",55,"NULL","Pesticide Manual., 9(349), 1991","Ethoprophos"
"3289","chicken","LD50","skin",3,"NULL","Toxicologist., 5(26), 1985","Ethoprophos"
"3289","duck","LD50","skin",11,"NULL","Toxicology and Applied Pharmacology., 47(451), 1979 [PMID:442090]","Ethoprophos"
"3289","rat","LD50","oral",34,"NULL","Agricultural Research Service, USDA Information Memorandum., 20(26), 1966","Ethoprophos"
"33112","rat","LD50","skin",3900,"NULL","Pesticide Manual., 8(704), 1987","Filex"
"33112","mouse","LD50","oral",1568,"NULL","Farm Chemicals Handbook., -(C250), 1991","Filex"
"33112","rabbit","LD50","skin",3900,"NULL","Pesticide Manual., 9(714), 1991","Filex"
"33112","duck","LD50","oral",6300,"NULL","Pesticide Manual., 9(714), 1991","Filex"
"33112","bird - wild","LD50","oral",3050,"NULL","Pesticide Manual., 9(714), 1991","Filex"
"33360","rat","LD50","oral",1130,"NULL","National Technical Information Service., PB85-143766","Ethofumesate"
"33360","rat","LD50","skin",1440,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A184(1984)","Ethofumesate"
"33360","mouse","LD50","oral",1600,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A184(1984)","Ethofumesate"
"33775","quail","LD50","unreported",1250,"NULL","Farm Chemicals Handbook., -(C221), 1991","Norflurazon"
"33775","duck","LD50","unreported",1250,"NULL","Farm Chemicals Handbook., -(C221), 1991","Norflurazon"
"3391107","mouse","LD50","oral",500,"BEHAVIORAL: MUSCLE WEAKNESS","National Technical Information Service., OTS0545018","Quinoxyfen"
"34192","rat","LD50","oral",920,"NULL","Japan Pesticide Information., (40)(32), 1982","Thiobencarb"
"34192","rat","LD50","skin",2900,"NULL","Pesticide Manual., 9(815), 1991","Thiobencarb"
"34192","mouse","LD50","oral",560,"NULL","Guide to the Chemicals Used in Crop Protection., 6(37), 1973","Thiobencarb"
"34192","mouse","LD50","intraperitoneal",1338,"NULL","Japan Pesticide Information., (19)(21), 1974","Thiobencarb"
"34192","chicken","LD50","oral",673,"NULL","Japan Pesticide Information., (19)(21), 1974","Thiobencarb"
"34192","quail","LD50","oral",7800,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A573(1985)","Thiobencarb"
"34469","rat","LD50","oral",15380,"NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 2(48), 1977","Prodiamine"
"3496","man","LDLo","oral",2143,"VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION; LUNGS, THORAX, OR RESPIRATION: FIBROSIS (INTERSTITIAL); LUNGS, THORAX, OR RESPIRATION: FIBROSING ALVEOLITIS","Journal of Toxicology, Clinical Toxicology., 29(91), 1991 [PMID:2005670]","Glyphosate"
"3496","rat","LD50","oral",4873,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology and Applied Pharmacology., 45(319), 1978","Glyphosate"
"3496","rat","LD50","intraperitoneal",235,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology Letters., 1000(Sp","Glyphosate"
"3496","mouse","LD50","oral",1568,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology and Applied Pharmacology., 45(319), 1978","Glyphosate"
