"cid","organism","testtype","route","dose_mg_per_kg","effect","reference","cmpdname"
"4169","mouse","LD50","subcutaneous",2400,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 14(103), 1989","Metolachlor"
"4169","rabbit","LD50","skin",10,"NULL","Literature Research Co., Translation., TR-78-0310","Metolachlor"
"4169","duck","LD50","oral",2510,"NULL","Farm Chemicals Handbook., -(C203), 1991","Metolachlor"
"42586","rat","LD50","oral",566,"NULL","Journal of Hygiene, Epidemiology, Microbiology, and Immunology., 35(375), 1991 [PMID:1804868]","Metalaxyl"
"42586","rat","LD50","skin",3100,"NULL","Pesticide Manual., 9(554), 1991","Metalaxyl"
"43079","rat","LD50","oral",10,"NULL","Pesticide Manual., 9(418), 1991","Fluridone"
"43079","rat","LC50","inhalation",2130,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A582(1985)","Fluridone"
"43079","mouse","LD50","oral",10,"NULL","Pesticide Manual., 9(418), 1991","Fluridone"
"43079","dog","LD50","oral",500,"NULL","Pesticide Manual., 9(418), 1991","Fluridone"
"43079","cat","LD50","oral",250,"NULL","Pesticide Manual., 9(418), 1991","Fluridone"
"43079","rabbit","LD50","skin",500,"NULL","Pesticide Manual., 9(418), 1991","Fluridone"
"43079","quail","LD50","oral",2,"NULL","Pesticide Manual., 9(418), 1991","Fluridone"
"43226","rat","LD50","oral",2500,"NULL","Defense des Vegetaux., 34(17), 1980","Fenarimol"
"43226","mouse","LD50","oral",4500,"NULL","Defense des Vegetaux., 34(17), 1980","Fenarimol"
"43226","dog","LD50","oral",200,"NULL","Pesticide Manual., 9(362), 1991","Fenarimol"
"43226","rabbit","LD50","skin",2,"NULL","Pesticide Manual., 9(362), 1991","Fenarimol"
"43226","bird - wild","LD50","oral",200,"NULL","Pesticide Manual., 9(362), 1991","Fenarimol"
"43234","rat","LD50","oral",1517,"NULL","Proceedings-British Crop Protection Conference-Pests and Diseases., -(508), 1979","Propiconazole"
"43234","rat","LC50","inhalation",1264,"NULL","National Technical Information Service., OTS0543201","Propiconazole"
"43234","rat","LD50","skin",4,"NULL","Proceedings-British Crop Protection Conference-Pests and Diseases., -(508), 1979","Propiconazole"
"44073","rat","LD50","oral",1370,"NULL","Pesticide Manual., 9(6), 1991","Acifluorfen"
"44073","rat","LC50","inhalation",6900,"NULL","Pesticide Manual., 9(6), 1991","Acifluorfen"
"44073","mouse","LD50","oral",1370,"NULL","Pesticide Manual., 9(6), 1991","Acifluorfen"
"44073","rabbit","LD50","skin",3680,"NULL","Pesticide Manual., 9(6), 1991","Acifluorfen"
"44073","quail","LD50","oral",325,"NULL","Pesticide Manual., 9(6), 1991","Acifluorfen"
"44073","duck","LD50","oral",2821,"NULL","Pesticide Manual., 9(6), 1991","Acifluorfen"
"4420","rat","LD50","oral",92,"BEHAVIORAL: TREMOR; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Acute Toxicity Data. Journal of the American College of Toxicology, Part B., 1(90), 1990","Naled"
"4420","rat","LD50","skin",800,"NULL","World Review of Pest Control., 9(119), 1970","Naled"
"4420","rat","LD50","intraperitoneal",35,"NULL","Bulletin of Environmental Contamination and Toxicology., 19(113), 1978 [PMID:75750]","Naled"
"4420","mouse","LD50","oral",222,"SENSE ORGANS AND SPECIAL SENSES: OTHER: EYE; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","Bulletin of Environmental Contamination and Toxicology., 19(113), 1978 [PMID:75750]","Naled"
"4420","mouse","LC","inhalation",1500,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A289(1983)","Naled"
"4420","mouse","LD50","skin",600,"NULL","Japan Pesticide Information., (8)(24), 1971","Naled"
"4420","mouse","LD50","intraperitoneal",84,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(56), 1982","Naled"
"4420","rabbit","LD50","skin",1100,"NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(161), 1976","Naled"
"4420","duck","LD50","oral",52,"NULL","Down to Earth., 35(25), 1979","Naled"
"4420","mammal (species unspecified)","LD50","oral",430,"NULL","Herba Polonica., 21(53), 1975","Naled"
"4618","rat","LD50","oral",30,"NULL","Naunyn-Schmiedeberg's Archiv fuer Experimentelle Pathologie und Pharmakologie., 234(352), 1958 [PMID:13600403]","Oxydemeton-methyl"
"4618","rat","LC50","inhalation",1500,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A309(1983)","Oxydemeton-methyl"
"4618","rat","LD50","skin",100,"NULL","World Review of Pest Control., 9(119), 1970","Oxydemeton-methyl"
"4618","rat","LD50","intraperitoneal",20,"NULL","Guide to the Chemicals Used in Crop Protection., 6(385), 1973","Oxydemeton-methyl"
"4618","rat","LD50","intravenous",47,"BEHAVIORAL: GENERAL ANESTHETIC","Biochemical Journal., 67(187), 1957 [PMID:13471532]","Oxydemeton-methyl"
"4618","rat","LD50","unreported",65,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(348), 1971","Oxydemeton-methyl"
"4618","mouse","LD50","oral",10,"NULL","Organophosphorus Pesticides: Organic and Biological Chemistry, Eto, M., Cleveland, OH, CRC Press, Inc.,  1974, -(197), 1974","Oxydemeton-methyl"
"4618","mouse","LD50","intraperitoneal",8,"NULL","Toxicology and Applied Pharmacology., 4(621), 1962 [PMID:13888059]","Oxydemeton-methyl"
"4618","guinea pig","LD50","oral",120,"NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(721), 1966","Oxydemeton-methyl"
"4618","guinea pig","LD50","intraperitoneal",30,"NULL","Toxicology and Applied Pharmacology., 4(621), 1962 [PMID:13888059]","Oxydemeton-methyl"
"4618","pigeon","LD50","oral",15,"NULL","Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]","Oxydemeton-methyl"
"4618","chicken","LD50","oral",80,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 6(147), 1964","Oxydemeton-methyl"
"4618","quail","LD50","oral",84,"NULL","Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]","Oxydemeton-methyl"
"4618","duck","LD50","oral",54,"NULL","Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]","Oxydemeton-methyl"
"4618","bird - wild","LD50","oral",42,"NULL","Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]","Oxydemeton-methyl"
"47326","rat","LC50","inhalation",19070,"BRAIN AND COVERINGS: OTHER DEGENERATIVE CHANGES; BEHAVIORAL: TREMOR; LIVER: OTHER CHANGES","National Technical Information Service., OTS0535837","Fenpropathrin"
"47326","rat","LD50","skin",870,"NULL","Pesticide Manual., 9(377), 1991","Fenpropathrin"
"47326","rat","LD50","intraperitoneal",180,"NULL","Japan Pesticide Information., (38)(21), 1981","Fenpropathrin"
"47326","rat","LD50","subcutaneous",900,"NULL","Japan Pesticide Information., (38)(21), 1981","Fenpropathrin"
"47326","rat","LDLo","intravenous",2500,"BEHAVIORAL: TREMOR; BEHAVIORAL: REGIDITY; BEHAVIORAL: AGGRESSION","Archives of Toxicology., 45(325), 1980 [PMID:7447703]","Fenpropathrin"
"47326","mouse","LD50","oral",58,"NULL","Japan Pesticide Information., (38)(21), 1981","Fenpropathrin"
"47326","mouse","LD50","skin",740,"NULL","Japan Pesticide Information., (38)(21), 1981","Fenpropathrin"
"47326","mouse","LD50","intraperitoneal",210,"NULL","Japan Pesticide Information., (38)(21), 1981","Fenpropathrin"
"47326","mouse","LD50","subcutaneous",900,"NULL","Japan Pesticide Information., (38)(21), 1981","Fenpropathrin"
"47326","dog","LD50","oral",1,"NULL","Defense des Vegetaux., 37(59), 1983","Fenpropathrin"
"47326","rabbit","LD50","oral",510,"NULL","Japan Pesticide Information., (38)(21), 1981","Fenpropathrin"
"47326","rabbit","LD50","skin",2,"NULL","Farm Chemicals Handbook., -(C137), 1991","Fenpropathrin"
"47326","chicken","LD50","unreported",1,"NULL","Defense des Vegetaux., 37(59), 1983","Fenpropathrin"
"47326","duck","LD50","oral",1089,"NULL","Pesticide Manual., 9(377), 1991","Fenpropathrin"
"47326","rat","LD50","oral",74,"NULL","JAT, Journal of Applied Toxicology., 17(353), 1997 [PMID:9418941]","Fenpropathrin"
"47326","rat","LD50","intravenous",2586,"BEHAVIORAL: TREMOR; BEHAVIORAL: ATAXIA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","Pesticide Biochemistry and Physiology., 30(79), 1988","Fenpropathrin"
"47326","rat","LD50","oral",18,"NULL","Pesticide Science., 8(579), 1977","Fenpropathrin"
"47491","rat","LD50","oral",9366,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 52(10)(17), 1987","Chlorsulfuron"
"47491","rat","LD50","oral",5545,"NULL","Journal of Agricultural and Food Chemistry., 29(416), 1981","Chlorsulfuron"
"47491","rat","LC50","inhalation",5900,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A579(1984)","Chlorsulfuron"
"47491","dog","LD","oral",2500,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","National Technical Information Service., OTS0570808","Chlorsulfuron"
"47491","rabbit","LD50","skin",3400,"NULL","Farm Chemicals Handbook., -(C154), 1991","Chlorsulfuron"
"47491","duck","LD50","unreported",5,"NULL","Defense des Vegetaux., 37(345), 1983","Chlorsulfuron"
"47491","bird - domestic","LD50","unreported",5,"NULL","Defense des Vegetaux., 37(345), 1983","Chlorsulfuron"
"47866","rat","LD50","oral",3387,"NULL","Pesticide Manual., 9(217), 1991","Cyromazine"
"47866","rat","LC50","inhalation",2720,"NULL","Pesticide Manual., 9(217), 1991","Cyromazine"
"47866","rat","LD50","skin",3100,"NULL","Pesticide Manual., 9(217), 1991","Cyromazine"
"47866","quail","LD50","oral",1785,"NULL","Pesticide Manual., 9(217), 1991","Cyromazine"
"47866","duck","LD50","oral",6,"NULL","Farm Chemicals Handbook., -(C91), 1991","Cyromazine"
"47866","domestic animals - goat/sheep","LDLo","oral",500,"PERIPHERAL NERVE AND SENSATION: FASCICULATIONS; BEHAVIORAL: ATAXIA","National Technical Information Service., OTS0538005","Cyromazine"
"47898","rat","LD50","oral",10,"NULL","Farm Chemicals Handbook., -(C209), 1991","Flutolanil"
"47898","rat","LD50","skin",5,"NULL","Japan Pesticide Information., (47)(23), 1985","Flutolanil"
"47898","rat","LD50","intraperitoneal",10,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 13(153), 1988","Flutolanil"
"47898","rat","LD50","subcutaneous",10,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 13(153), 1988","Flutolanil"
"47898","mouse","LD50","oral",10,"NULL","Pesticide Manual., 9(426), 1991","Flutolanil"
"47898","mouse","LD50","intraperitoneal",10,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 13(153), 1988","Flutolanil"
"47898","mouse","LD50","subcutaneous",10,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 13(153), 1988","Flutolanil"
"4790","rat","LD50","oral",1,"NULL","Down to Earth., 35(25), 1979","Phorate"
"4790","rat","LC50","inhalation",11,"NULL","National Technical Information Service., PB277-077","Phorate"
"4790","rat","LD50","skin",2500,"BEHAVIORAL: TREMOR; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: EXCITEMENT","Toxicology and Applied Pharmacology., 2(88), 1960 [PMID:13825957]","Phorate"
"4790","rat","LD50","intraperitoneal",1980,"NULL","Naunyn-Schmiedeberg's Archiv fuer Experimentelle Pathologie und Pharmakologie., 236(202), 1959","Phorate"
"4790","rat","LD50","intravenous",1200,"NULL","National Technical Information Service., PB277-077","Phorate"
"4790","mouse","LD50","oral",2250,"NULL","Naunyn-Schmiedeberg's Archiv fuer Experimentelle Pathologie und Pharmakologie., 236(202), 1959","Phorate"
"4790","mouse","LD50","intraperitoneal",2100,"NULL","Naunyn-Schmiedeberg's Archiv fuer Experimentelle Pathologie und Pharmakologie., 236(202), 1959","Phorate"
"4790","rabbit","LD50","skin",99,"NULL","Farm Chemicals Handbook., -(C236), 1991","Phorate"
"4790","guinea pig","LD50","skin",20,"NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(895), 1966","Phorate"
"4790","quail","LD50","oral",7,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Ecotoxicology and Environmental Safety., 8(551), 1984 [PMID:6510327]","Phorate"
"4790","gerbil","LD50","intraperitoneal",1866,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: BRONCHIOLAR CONSTRICTION; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Journal of Animal Morphology and Physiology., 28(234), 1981","Phorate"
"4790","duck","LD50","oral",600,"NULL","Down to Earth., 35(25), 1979","Phorate"
"4790","duck","LD50","skin",203,"NULL","Toxicology and Applied Pharmacology., 47(451), 1979 [PMID:442090]","Phorate"
"4790","bird - wild","LD50","oral",1,"NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Phorate"
"4929","rat","LD50","oral",2100,"AUTONOMIC NERVOUS SYSTEM: OTHER (DIRECT) PARASYMPATHOMIMETIC; LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES; GASTROINTESTINAL: OTHER CHANGES","Gigiena i Sanitariya.  For English translation, see HYSAAV., 34(3)(94), 1969","Prometryn"
"4929","rat","LC50","inhalation",2430,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A340(1983)","Prometryn"
"4929","rat","LD50","skin",3100,"NULL","Pesticide Manual., 9(711), 1991","Prometryn"
"4929","mouse","LD50","oral",2138,"BEHAVIORAL: MUSCLE WEAKNESS; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; KIDNEY, URETER, AND BLADDER: URINE VOLUME INCREASED","Gigiena i Sanitariya.  For English translation, see HYSAAV., 33(2)(12), 1968","Prometryn"
"4929","rabbit","LD50","skin",3100,"NULL","Farm Chemicals Handbook., -(C250), 1991","Prometryn"
"4929","mammal (species unspecified)","LD50","unreported",1800,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 44(6)(81), 1979","Prometryn"
"4933","rat","LD50","oral",367,"NULL","Khigiena i Zdraveopazvane.  Hygiene and Sanitation., 27(451), 1984","Propanil"
"4933","rat","LD50","skin",5,"NULL","Farm Chemicals Handbook., -(C251), 1991","Propanil"
"4933","rat","LD50","unreported",1300,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(124), 1971","Propanil"
"4933","mouse","LD50","oral",360,"NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 21(12)(30), 1977","Propanil"
"4933","dog","LD50","oral",1217,"BRAIN AND COVERINGS: RECORDINGS FROM SPECIFIC AREAS OF CNS","Toxicology and Applied Pharmacology., 23(650), 1972 [PMID:4674812]","Propanil"
"4933","rabbit","LD50","skin",4830,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A343(1983)","Propanil"
"4933","rabbit","LD50","unreported",500,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(124), 1971","Propanil"
"4933","mammal (species unspecified)","LD50","oral",2527,"BEHAVIORAL: ALTERED SLEEP TIME (INCLUDING CHANGE IN RIGHTING REFLEX); BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","National Technical Information Service., PB288-416","Propanil"
"4936","rat","LD50","oral",1480,"NULL","Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]","Propargite"
"4936","rat","LC50","inhalation",940,"NULL","Pesticide Manual., 9(719), 1991","Propargite"
"4936","rat","LD50","skin",250,"NULL","World Review of Pest Control., 9(119), 1970","Propargite"
"4936","mouse","LD50","unreported",780,"NULL","Tsitologiya i Genetika.  Cytology and Genetics.  For English translation, see CYGEDX., 16(1)(45), 1982","Propargite"
"4936","rabbit","LD50","skin",10300,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A589(1985)","Propargite"
"4937","rat","LD50","oral",3840,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(35), 1982","Propazine"
"4937","rat","LD50","skin",3100,"NULL","Pesticide Manual., 9(721), 1991","Propazine"
"4937","rat","LD50","subcutaneous",395,"NULL","Farmakologiya i Toksikologiya, 42(163), 1979 [PMID:437085]","Propazine"
"4937","mouse","LD50","oral",3180,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(35), 1982","Propazine"
"4937","rabbit","LD50","skin",10200,"NULL","Ciba-Geigy Toxicology Data/Indexes., -(-), 1977","Propazine"
"4937","guinea pig","LD50","oral",1200,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(35), 1982","Propazine"
"4937","mammal (species unspecified)","LD50","unreported",6,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 44(6)(81), 1979","Propazine"
"50367","rat","LD50","oral",2198,"NULL","Pesticide Manual., 9(105), 1991","Buprofezin"
"50367","rat","LD50","skin",5,"NULL","Japan Pesticide Information., (44)(17), 1984","Buprofezin"
"50367","mouse","LD50","oral",5,"NULL","Japan Pesticide Information., (44)(17), 1984","Buprofezin"
"50465","rat","LD50","oral",2405,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A791(1986)","Fluroxypyr"
"50465","rat","LC50","inhalation",296,"NULL","Proceedings of the British Crop Protection Conference - Weeds., -(939), 1985","Fluroxypyr"
"50465","rat","LD50","skin",2,"NULL","Defense des Vegetaux., 39(235)(30), 1985","Fluroxypyr"
"50465","rat","LD50","intraperitoneal",458,"NULL","Proceedings of the British Crop Protection Conference - Weeds., -(939), 1985","Fluroxypyr"
"50465","rabbit","LD50","skin",5,"NULL","Proceedings of the British Crop Protection Conference - Weeds., -(939), 1985","Fluroxypyr"
"50465","duck","LD50","oral",2,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A791(1986)","Fluroxypyr"
"50465","duck","LD50","unreported",2,"NULL","Defense des Vegetaux., 39(235)(30), 1985","Fluroxypyr"
"5125","rat","LD50","skin",168,"NULL","World Review of Pest Control., 9(119), 1970","Tribufos"
"5125","rat","LD50","intraperitoneal",210,"BEHAVIORAL: REGIDITY; BEHAVIORAL: IRRITABILITY; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","AMA Archives of Industrial Health., 20(161), 1959","Tribufos"
"5125","mouse","LD50","oral",77,"NULL","Prehled Prumyslove Toxikologie; Organicke Latky, Marhold, J., Prague, Czechoslovakia, Avicenum, 1986, -(1188), 1986","Tribufos"
"5125","mouse","LCLo","inhalation",3804,"NULL","Toxicology of Drugs and Chemicals, Deichmann, W.B., New York, Academic Press, Inc., 1969, -(199), 1969","Tribufos"
"5125","mouse","LD50","intraperitoneal",285,"NULL","Biochemical Pharmacology., 12(73), 1963 [PMID:14019076]","Tribufos"
"5125","rabbit","LD50","oral",242,"SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; KIDNEY, URETER, AND BLADDER: INCONTINENCE","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 11(4)(11), 1967","Tribufos"
"5125","rabbit","LD50","skin",97,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(44), 1982","Tribufos"
"5125","guinea pig","LD50","oral",140,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(44), 1982","Tribufos"
"5125","guinea pig","LD50","intraperitoneal",150,"BEHAVIORAL: REGIDITY; BEHAVIORAL: IRRITABILITY; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","AMA Archives of Industrial Health., 20(161), 1959","Tribufos"
"5125","chicken","LDLo","skin",1,"SPINAL CORD: DEMYELINATION; BEHAVIORAL: ATAXIA","Toxicology and Applied Pharmacology., 48(A195), 1979","Tribufos"
"5125","mammal (species unspecified)","LD50","unreported",170,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(376), 1971","Tribufos"
"5125","rat","LD50","oral",150,"NULL","Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]","Tribufos"
"51556","rat","LD50","oral",1250,"NULL","Pesticide Manual., 9(433), 1991","Fomesafen"
"51556","rabbit","LD50","skin",1,"NULL","Pesticide Manual., 9(433), 1991","Fomesafen"
"51556","duck","LD50","oral",5,"NULL","Pesticide Manual., 9(433), 1991","Fomesafen"
"51605","rat","LD50","oral",16800,"NULL","Farm Chemicals Handbook., -(C137), 1991","Fenoxycarb"
"51605","rat","LC50","inhalation",480,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 16(709), 1991","Fenoxycarb"
"51605","rat","LD50","skin",2,"NULL","Defense des Vegetaux., 39(236)(26), 1985","Fenoxycarb"
"51605","mouse","LD50","oral",5,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 16(709), 1991","Fenoxycarb"
"516902","women","TDLo","oral",800,"LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES; BLOOD: OTHER HEMOLYSIS WITH OR WITHOUT ANEMIA; BLOOD: METHEMOGLOBINEMIA-CARBOXYHEMOGLOBIN","Toxicology of Drugs and Chemicals, Deichmann, W.B., New York, Academic Press, Inc., 1969, -(539), 1969","Sodium chlorate"
"516902","man","TDLo","oral",286,"LUNGS, THORAX, OR RESPIRATION: CYANOSIS; BLOOD: CHANGES IN CELL COUNT (UNSPECIFIED); BLOOD: METHEMOGLOBINEMIA-CARBOXYHEMOGLOBIN","Clinical Toxicology., 15(185), 1979 [PMID:509884]","Sodium chlorate"
"516902","human","LDLo","unreported",214,"NULL","Guide to the Chemicals Used in Crop Protection., 6(461), 1973","Sodium chlorate"
"516902","child","LD50","unreported",185,"NULL","Guide to the Chemicals Used in Crop Protection., 6(461), 1973","Sodium chlorate"
"516902","rat","LD50","oral",1200,"NULL","Pharmaceutical Journal., 185(361), 1960","Sodium chlorate"
"516902","rat","LC50","inhalation",28,"NULL","BIOFAX Industrial Bio-Test Laboratories, Inc., Data Sheets., 24-3/1971","Sodium chlorate"
"516902","mouse","LD50","oral",8350,"NULL","Uzbekskii Biologicheskii Zhurnal.  Uzbek Biological Journal., (1)(40), 1986","Sodium chlorate"
"516902","mouse","LD50","intraperitoneal",596,"NULL","Comptes Rendus Hebdomadaires des Seances, Academie des Sciences., 257(791), 1963","Sodium chlorate"
"516902","dog","LDLo","oral",700,"NULL","Abdernalden's Handbuch der Biologischen Arbeitsmethoden., 4(1289), 1935","Sodium chlorate"
"516902","cat","LDLo","oral",1350,"NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(1013), 1966","Sodium chlorate"
"516902","rabbit","LD50","oral",7200,"NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 31(1)(49), 1987","Sodium chlorate"
"516902","rabbit","LD50","skin",10,"NULL","BIOFAX Industrial Bio-Test Laboratories, Inc., Data Sheets., 24-3/1971","Sodium chlorate"
"516902","rat","LD50","oral",4330,"NULL","Farm Chemicals Handbook., -(C244), 1991","Sodium chlorate"
"5216","rat","LD50","oral",971,"NULL","Fundamental and Applied Toxicology., 7(299), 1986","Simazine"
"5216","rat","LC50","inhalation",9800,"NULL","Farm Chemicals Handbook., -(C275), 1991","Simazine"
"5216","rat","LD50","skin",5,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 15(315), 1990","Simazine"
"5216","mouse","LDLo","oral",5,"BEHAVIORAL: MUSCLE WEAKNESS; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; KIDNEY, URETER, AND BLADDER: URINE VOLUME INCREASED","Gigiena i Sanitariya.  For English translation, see HYSAAV., 27(8)(22), 1962","Simazine"
"5216","mouse","LD50","intravenous",100,"NULL","U.S. Army Armament Research & Development Command, Chemical Systems Laboratory, NIOSH Exchange Chemicals., NX#04003","Simazine"
"5216","rat","LD50","unreported",1390,"NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 7(5)(54), 1963","Simazine"
"5216","rabbit","LD50","oral",5,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A369(1984)","Simazine"
"5216","rabbit","LD50","skin",10200,"NULL","Yakkyoku.  Pharmacy., 37(427), 1986","Simazine"
"5216","pigeon","LD50","oral",5,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A369(1984)","Simazine"
"5216","chicken","LD50","oral",5,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A369(1984)","Simazine"
"5216","mammal (species unspecified)","LD50","oral",2014,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); SKIN AND APPENDAGES (SKIN): HAIR: OTHER","National Technical Information Service., PB288-416","Simazine"
"5216","mammal (species unspecified)","LD50","unreported",1400,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 44(6)(81), 1979","Simazine"
"5281875","rat","LD50","oral",1131,"NULL","Farm Chemicals Handbook., -(C167), 1991","Hydramethylnon"
"5281875","rat","LC50","inhalation",5,"NULL","Pesticide Manual., 9(474), 1991","Hydramethylnon"
"5281875","rabbit","LD50","skin",5,"NULL","Pesticide Manual., 9(475), 1991","Hydramethylnon"
"5281875","quail","LD50","oral",1828,"NULL","Farm Chemicals Handbook., -(C167), 1991","Hydramethylnon"
